Cruise,Station,Type,yyyy-mm-ddThh:mm:ss.sss,Longitude [degrees_east],Latitude [degrees_north],CTDPRS_T_VALUE_SENSOR [dbar],QV:SEADATANET,DEPTH [m],QV:SEADATANET,Rosette Bottle Number,QV:SEADATANET,GEOTRACES Sample ID,QV:SEADATANET,Bottle Flag,QV:SEADATANET,Cast Identifier,QV:SEADATANET,Sampling Device,QV:SEADATANET,BODC Bottle Number,QV:SEADATANET,BODC Event Number,QV:SEADATANET,Single-Cell ID,QV:SEADATANET,NCBI_Metagenome_BioSample_Accession,QV:SEADATANET,NCBI_Single-Cell-Genome_BioProject_Accession,QV:SEADATANET,NCBI_16S-18S-rRNA-gene_BioSample_Accession,QV:SEADATANET,EMBL_EBI_Metagenome_MGNIFY_Analysis_Accession,QV:SEADATANET,CTDTMP_T_VALUE_SENSOR [deg C],QV:SEADATANET,CTDSAL_D_CONC_SENSOR [pss-78],QV:SEADATANET,SALINITY_D_CONC_BOTTLE,QV:SEADATANET,SALINITY_D_CONC_FISH,QV:SEADATANET,SALINITY_D_CONC_UWAY,QV:SEADATANET,SALINITY_D_CONC_BOAT_PUMP,QV:SEADATANET,OXYGEN_D_CONC_BOTTLE [umol/kg],QV:SEADATANET,CTDOXY_D_CONC_SENSOR [umol/kg],QV:SEADATANET,PHOSPHATE_D_CONC_BOTTLE [umol/kg],QV:SEADATANET,PHOSPHATE_D_CONC_FISH [umol/kg],QV:SEADATANET,PHOSPHATE_D_CONC_UWAY [umol/kg],QV:SEADATANET,PHOSPHATE_LL_D_CONC_BOTTLE [umol/kg],QV:SEADATANET,PHOSPHATE_LL_D_CONC_FISH [umol/kg],QV:SEADATANET,SILICATE_D_CONC_BOTTLE [umol/kg],QV:SEADATANET,SILICATE_D_CONC_FISH [umol/kg],QV:SEADATANET,SILICATE_D_CONC_UWAY [umol/kg],QV:SEADATANET,NITRATE_D_CONC_BOTTLE [umol/kg],QV:SEADATANET,NITRATE_D_CONC_FISH [umol/kg],QV:SEADATANET,NITRATE_D_CONC_UWAY [umol/kg],QV:SEADATANET,NITRATE_D_CONC_BOAT_PUMP [umol/kg],QV:SEADATANET,NITRATE_LL_D_CONC_BOTTLE [umol/kg],QV:SEADATANET,NITRATE_LL_D_CONC_FISH [umol/kg],QV:SEADATANET,NITRITE_D_CONC_BOTTLE [umol/kg],QV:SEADATANET,NITRITE_D_CONC_FISH [umol/kg],QV:SEADATANET,NITRITE_D_CONC_UWAY [umol/kg],QV:SEADATANET,NITRITE_D_CONC_BOAT_PUMP [umol/kg],QV:SEADATANET,NITRITE_LL_D_CONC_BOTTLE [umol/kg],QV:SEADATANET,NITRITE_LL_D_CONC_FISH [umol/kg],QV:SEADATANET,NO2+NO3_D_CONC_BOTTLE [umol/kg],QV:SEADATANET,NO2+NO3_D_CONC_FISH [umol/kg],QV:SEADATANET,NO2+NO3_LL_D_CONC_BOTTLE [umol/kg],QV:SEADATANET,NO2+NO3_LL_D_CONC_FISH [umol/kg],QV:SEADATANET,NH4_D_CONC_BOTTLE [umol/kg],QV:SEADATANET,TALK_D_CONC_BOTTLE [umol/kg],QV:SEADATANET,DIC_D_CONC_BOTTLE [umol/kg],QV:SEADATANET,PH_SWS_BOTTLE,QV:SEADATANET,PH_TOT_BOTTLE,QV:SEADATANET,DOC_D_CONC_BOTTLE [umol/kg],QV:SEADATANET,DOC_D_CONC_FISH [umol/kg],QV:SEADATANET,DOC_D_CONC_UWAY [umol/kg],QV:SEADATANET,TDN_D_CONC_BOTTLE [umol/kg],QV:SEADATANET,QV:ODV:SAMPLE
GP02,BD02,B,2012-08-24T02:26:00,141.453,37.3313,0,0,0,0,25,0,BD0019,0,No problem reported (0),0,BD02,0,UCCTD,0,1135784,0,1875912,0,,9,,9,,9,,9,,9,,9,,9,33.74078,1,,9,,9,,9,220.457138,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.039024,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,1
GP02,BD02,B,2012-08-24T02:26:00,141.453,37.3313,10.079,0,10,0,20,0,,9,No problem reported (0),0,BD02,0,UCCTD,0,1135769,0,1875912,0,,9,,9,,9,,9,,9,21.4238,1,33.762199,1,,9,,9,,9,,9,,9,231.469986,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,1
GP02,BD02,B,2012-08-24T02:26:00,141.453,37.3313,10.079,0,10,0,17,0,,9,No problem reported (0),0,BD02,0,UCCTD,0,1135760,0,1875912,0,,9,,9,,9,,9,,9,21.384399,1,33.768101,1,,9,,9,,9,,9,,9,231.32402,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,1
GP02,BD02,B,2012-08-24T02:26:00,141.453,37.3313,10.079,0,10,0,16,0,,9,No problem reported (0),0,BD02,0,UCCTD,0,1135757,0,1875912,0,,9,,9,,9,,9,,9,21.430401,1,33.757401,1,,9,,9,,9,,9,,9,231.260849,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,1
GP02,BD02,B,2012-08-24T02:26:00,141.453,37.3313,10.079,0,10,0,22,0,,9,No problem reported (0),0,BD02,0,UCCTD,0,1135775,0,1875912,0,,9,,9,,9,,9,,9,21.2598,1,33.794399,1,,9,,9,,9,,9,,9,231.684357,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,1
GP02,BD02,B,2012-08-24T02:26:00,141.453,37.3313,10.079,0,10,0,18,0,,9,No problem reported (0),0,BD02,0,UCCTD,0,1135763,0,1875912,0,,9,,9,,9,,9,,9,21.4153,1,33.757702,1,,9,,9,,9,,9,,9,231.517471,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,1
GP02,BD02,B,2012-08-24T02:26:00,141.453,37.3313,10.079,0,10,0,19,0,,9,No problem reported (0),0,BD02,0,UCCTD,0,1135766,0,1875912,0,,9,,9,,9,,9,,9,21.3965,1,33.763302,1,,9,,9,,9,,9,,9,231.633804,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,1
GP02,BD02,B,2012-08-24T02:26:00,141.453,37.3313,10.079,0,10,0,21,0,,9,No problem reported (0),0,BD02,0,UCCTD,0,1135772,0,1875912,0,,9,,9,,9,,9,,9,21.274,1,33.7967,1,,9,,9,,9,,9,,9,231.515732,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,1
GP02,BD02,B,2012-08-24T02:26:00,141.453,37.3313,10.079,0,10,0,24,0,,9,No problem reported (0),0,BD02,0,UCCTD,0,1135781,0,1875912,0,,9,,9,,9,,9,,9,21.306499,1,33.785599,1,,9,,9,,9,,9,,9,231.538818,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,1
GP02,BD02,B,2012-08-24T02:26:00,141.453,37.3313,10.079,0,10,0,23,0,,9,No problem reported (0),0,BD02,0,UCCTD,0,1135778,0,1875912,0,,9,,9,,9,,9,,9,21.3165,1,33.777599,1,,9,,9,,9,,9,,9,231.623352,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,1
GP02,BD02,B,2012-08-24T02:26:00,141.453,37.3313,10.079,0,10,0,8,0,BD0016,0,No problem reported (0),0,BD02,0,UCCTD,0,1135733,0,1875912,0,,9,,9,,9,,9,,9,21.397699,1,33.7644,1,33.773037,1,,9,,9,,9,244.450638,1,231.247345,1,0.009756,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.009756,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,1
GP02,BD02,B,2012-08-24T02:26:00,141.453,37.3313,20.159,0,20,0,7,0,,9,No problem reported (0),0,BD02,0,UCCTD,0,1135730,0,1875912,0,,9,,9,,9,,9,,9,20.450001,1,33.990601,1,,9,,9,,9,,9,,9,233.485535,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,1
GP02,BD02,B,2012-08-24T02:26:00,141.453,37.3313,20.159,0,20,0,15,0,BD0018,0,No problem reported (0),0,BD02,0,UCCTD,0,1135754,0,1875912,0,,9,,9,,9,,9,,9,20.4795,1,33.975101,1,34.033504,3,,9,,9,,9,247.380692,1,233.353516,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.009756,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,1
GP02,BD02,B,2012-08-24T02:26:00,141.453,37.3313,30.239,0,30,0,14,0,,9,No problem reported (0),0,BD02,0,UCCTD,0,1135751,0,1875912,0,,9,,9,,9,,9,,9,19.327101,1,34.0709,1,,9,,9,,9,,9,,9,237.379379,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,1
GP02,BD02,B,2012-08-24T02:26:00,141.453,37.3313,30.239,0,30,0,6,0,BD0015,0,No problem reported (0),0,BD02,0,UCCTD,0,1135727,0,1875912,0,,9,,9,,9,,9,,9,19.756399,1,34.066101,1,34.051971,1,,9,,9,,9,247.832184,1,235.57515,1,0.019512,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,1
GP02,BD02,B,2012-08-24T02:26:00,141.453,37.3313,49.393,0,49,0,5,0,BD0014,0,No problem reported (0),0,BD02,0,UCCTD,0,1135724,0,1875912,0,,9,,9,,9,,9,,9,18.691999,1,34.0396,1,34.045952,1,,9,,9,,9,243.012512,3,243.806396,1,0.039024,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,1
GP02,BD02,B,2012-08-24T02:26:00,141.453,37.3313,50.401,0,50,0,13,0,,9,No problem reported (0),0,BD02,0,UCCTD,0,1135748,0,1875912,0,,9,,9,,9,,9,,9,18.602501,1,34.028801,1,,9,,9,,9,,9,,9,245.226334,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,1
GP02,BD02,B,2012-08-24T02:26:00,141.453,37.3313,74.598,0,74,0,4,0,,9,No problem reported (0),0,BD02,0,UCCTD,0,1135721,0,1875912,0,,9,,9,,9,,9,,9,15.041,1,34.013599,1,,9,,9,,9,,9,,9,255.234375,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,1
GP02,BD02,B,2012-08-24T02:26:00,141.453,37.3313,75.606,0,75,0,12,0,BD0017,0,No problem reported (0),0,BD02,0,UCCTD,0,1135745,0,1875912,0,,9,,9,,9,,9,,9,15.0608,1,34.012299,1,34.050117,3,,9,,9,,9,262.009735,1,255.312363,1,0.234146,1,,9,,9,,9,,9,2.8,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,2.390244,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,1
GP02,BD02,B,2012-08-24T02:26:00,141.453,37.3313,99.805,0,99,0,11,0,,9,No problem reported (0),0,BD02,0,UCCTD,0,1135742,0,1875912,0,,9,,9,,9,,9,,9,10.9723,1,34.028702,1,,9,,9,,9,,9,,9,240.134308,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,1
GP02,BD02,B,2012-08-24T02:26:00,141.453,37.3313,99.805,0,99,0,3,0,BD0013,0,No problem reported (0),0,BD02,0,UCCTD,0,1135718,0,1875912,0,,9,,9,,9,,9,,9,10.669,1,34.033298,1,34.025288,1,,9,,9,,9,253.649994,1,237.477844,1,0.565854,1,,9,,9,,9,,9,7.02439,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,7.278049,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,1
GP02,BD02,B,2012-08-24T02:26:00,141.453,37.3313,134.092,0,133,0,10,0,,9,No problem reported (0),0,BD02,0,UCCTD,0,1135739,0,1875912,0,,9,,9,,9,,9,,9,9.2943,1,34.016899,1,,9,,9,,9,,9,,9,229.928482,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,1
GP02,BD02,B,2012-08-24T02:26:00,141.453,37.3313,134.092,0,133,0,1,0,BD0011,0,No problem reported (0),0,BD02,0,UCCTD,0,1135712,0,1875912,0,,9,,9,,9,,9,,9,9.4987,1,34.043499,1,34.031273,1,,9,,9,,9,240.701675,1,228.136444,1,0.84878,1,,9,,9,,9,,9,13.892683,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,11.307317,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,1
GP02,BD02,B,2012-08-24T02:26:00,141.453,37.3313,135.101,0,134,0,9,0,,9,No problem reported (0),0,BD02,0,UCCTD,0,1135736,0,1875912,0,,9,,9,,9,,9,,9,9.4651,1,34.039902,1,,9,,9,,9,,9,,9,227.209274,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,1
GP02,BD02,B,2012-08-24T02:26:00,141.453,37.3313,135.101,0,134,0,2,0,BD0012,0,No problem reported (0),0,BD02,0,UCCTD,0,1135715,0,1875912,0,,9,,9,,9,,9,,9,9.475,1,34.0499,1,34.053162,1,,9,,9,,9,238.752197,1,226.10434,1,0.868293,1,,9,,9,,9,,9,14.790244,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,11.697561,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,1
GP02,BD03,B,2012-08-24T06:08:00,141.51601,37.5845,0,0,0,0,25,0,BD0027,0,No problem reported (0),0,BD03,0,UCCTD,0,1135859,0,1875919,0,,9,,9,,9,,9,,9,,9,,9,33.730515,1,,9,,9,,9,228.437164,1,,9,0.038331,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.222786,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,1
GP02,BD03,B,2012-08-24T06:08:00,141.51601,37.5845,10.08,0,10,0,17,0,BD0026,0,No problem reported (0),0,BD03,0,UCCTD,0,1135835,0,1875919,0,,9,,9,,9,,9,,9,22.819201,1,33.625099,1,33.620838,1,,9,,9,,9,239.40744,1,224.765427,1,0.019166,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.009283,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,1
GP02,BD03,B,2012-08-24T06:08:00,141.51601,37.5845,10.08,0,10,0,24,0,,9,No problem reported (0),0,BD03,0,UCCTD,0,1135856,0,1875919,0,,9,,9,,9,,9,,9,22.679199,1,33.611,1,,9,,9,,9,,9,,9,225.459503,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,1
GP02,BD03,B,2012-08-24T06:08:00,141.51601,37.5845,10.08,0,10,0,7,0,,9,No problem reported (0),0,BD03,0,UCCTD,0,1135805,0,1875919,0,,9,,9,,9,,9,,9,23.093,1,33.6315,1,,9,,9,,9,,9,,9,224.63298,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,1
GP02,BD03,B,2012-08-24T06:08:00,141.51601,37.5845,10.08,0,10,0,15,0,,9,No problem reported (0),0,BD03,0,UCCTD,0,1135829,0,1875919,0,,9,,9,,9,,9,,9,22.9466,1,33.634399,1,,9,,9,,9,,9,,9,223.46312,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,1
GP02,BD03,B,2012-08-24T06:08:00,141.51601,37.5845,10.08,0,10,0,23,0,,9,No problem reported (0),0,BD03,0,UCCTD,0,1135853,0,1875919,0,,9,,9,,9,,9,,9,22.666401,1,33.609901,1,,9,,9,,9,,9,,9,225.327484,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,1
GP02,BD03,B,2012-08-24T06:08:00,141.51601,37.5845,10.08,0,10,0,18,0,,9,No problem reported (0),0,BD03,0,UCCTD,0,1135838,0,1875919,0,,9,,9,,9,,9,,9,22.881201,1,33.632,1,,9,,9,,9,,9,,9,225.134476,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,1
GP02,BD03,B,2012-08-24T06:08:00,141.51601,37.5845,10.08,0,10,0,14,0,,9,No problem reported (0),0,BD03,0,UCCTD,0,1135826,0,1875919,0,,9,,9,,9,,9,,9,23.003201,1,33.640499,1,,9,,9,,9,,9,,9,223.563766,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,1
GP02,BD03,B,2012-08-24T06:08:00,141.51601,37.5845,10.08,0,10,0,21,0,,9,No problem reported (0),0,BD03,0,UCCTD,0,1135847,0,1875919,0,,9,,9,,9,,9,,9,22.693199,1,33.6134,1,,9,,9,,9,,9,,9,224.933167,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,1
GP02,BD03,B,2012-08-24T06:08:00,141.51601,37.5845,10.08,0,10,0,22,0,,9,No problem reported (0),0,BD03,0,UCCTD,0,1135850,0,1875919,0,,9,,9,,9,,9,,9,22.7055,1,33.6143,1,,9,,9,,9,,9,,9,225.004196,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,1
GP02,BD03,B,2012-08-24T06:08:00,141.51601,37.5845,10.08,0,10,0,16,0,,9,No problem reported (0),0,BD03,0,UCCTD,0,1135832,0,1875919,0,,9,,9,,9,,9,,9,22.8624,1,33.631401,1,,9,,9,,9,,9,,9,224.031281,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,1
GP02,BD03,B,2012-08-24T06:08:00,141.51601,37.5845,10.08,0,10,0,20,0,,9,No problem reported (0),0,BD03,0,UCCTD,0,1135844,0,1875919,0,,9,,9,,9,,9,,9,22.693501,1,33.6138,1,,9,,9,,9,,9,,9,224.708786,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,1
GP02,BD03,B,2012-08-24T06:08:00,141.51601,37.5845,10.08,0,10,0,19,0,,9,No problem reported (0),0,BD03,0,UCCTD,0,1135841,0,1875919,0,,9,,9,,9,,9,,9,22.8936,1,33.6329,1,,9,,9,,9,,9,,9,224.752808,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,1
GP02,BD03,B,2012-08-24T06:08:00,141.51601,37.5845,20.16,0,20,0,13,0,,9,No problem reported (0),0,BD03,0,UCCTD,0,1135823,0,1875919,0,,9,,9,,9,,9,,9,20.322001,1,33.574402,1,,9,,9,,9,,9,,9,241.481064,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,1
GP02,BD03,B,2012-08-24T06:08:00,141.51601,37.5845,20.16,0,20,0,6,0,BD0025,0,No problem reported (0),0,BD03,0,UCCTD,0,1135802,0,1875919,0,,9,,9,,9,,9,,9,20.0172,1,33.540001,1,33.588623,3,,9,,9,,9,256.957397,1,246.144363,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,1
GP02,BD03,B,2012-08-24T06:08:00,141.51601,37.5845,30.24,0,30,0,12,0,,9,No problem reported (0),0,BD03,0,UCCTD,0,1135820,0,1875919,0,,9,,9,,9,,9,,9,17.6786,1,33.6856,1,,9,,9,,9,,9,,9,256.835999,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,1
GP02,BD03,B,2012-08-24T06:08:00,141.51601,37.5845,30.24,0,30,0,5,0,BD0024,0,No problem reported (0),0,BD03,0,UCCTD,0,1135799,0,1875919,0,,9,,9,,9,,9,,9,16.742599,1,33.749298,1,33.733006,1,,9,,9,,9,271.622437,1,258.23111,1,0.057497,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.10211,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,1
GP02,BD03,B,2012-08-24T06:08:00,141.51601,37.5845,50.402,0,50,0,11,0,,9,No problem reported (0),0,BD03,0,UCCTD,0,1135817,0,1875919,0,,9,,9,,9,,9,,9,14.1048,1,33.919899,1,,9,,9,,9,,9,,9,244.172379,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,1
GP02,BD03,B,2012-08-24T06:08:00,141.51601,37.5845,50.402,0,50,0,4,0,BD0023,0,No problem reported (0),0,BD03,0,UCCTD,0,1135796,0,1875919,0,,9,,9,,9,,9,,9,14.1123,1,33.918499,1,33.92115,1,,9,,9,,9,257.133026,1,244.429886,1,0.220404,1,,9,,9,,9,,9,1.721452,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,2.116471,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,1
GP02,BD03,B,2012-08-24T06:08:00,141.51601,37.5845,74.6,0,74,0,3,0,BD0022,0,No problem reported (0),0,BD03,0,UCCTD,0,1135793,0,1875919,0,,9,,9,,9,,9,,9,12.1875,1,34.0569,1,34.051262,1,,9,,9,,9,246.242752,1,229.030502,1,0.536635,1,,9,,9,,9,,9,6.665843,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,6.794986,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,1
GP02,BD03,B,2012-08-24T06:08:00,141.51601,37.5845,74.6,0,74,0,10,0,,9,No problem reported (0),0,BD03,0,UCCTD,0,1135814,0,1875919,0,,9,,9,,9,,9,,9,12.1989,1,34.054699,1,,9,,9,,9,,9,,9,230.335419,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,1
GP02,BD03,B,2012-08-24T06:08:00,141.51601,37.5845,99.808,0,99,0,2,0,BD0021,0,No problem reported (0),0,BD03,0,UCCTD,0,1135790,0,1875919,0,,9,,9,,9,,9,,9,10.9641,1,34.121601,1,34.119507,1,,9,,9,,9,237.574249,1,227.153946,1,0.689959,1,,9,,9,,9,,9,9.707074,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,9.041416,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,1
GP02,BD03,B,2012-08-24T06:08:00,141.51601,37.5845,100.816,0,100,0,9,0,,9,No problem reported (0),0,BD03,0,UCCTD,0,1135811,0,1875919,0,,9,,9,,9,,9,,9,11.0076,1,34.125301,1,,9,,9,,9,,9,,9,225.739655,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,1
GP02,BD03,B,2012-08-24T06:08:00,141.51601,37.5845,126.027,0,125,0,1,0,BD0020,0,No problem reported (0),0,BD03,0,UCCTD,0,1135787,0,1875919,0,,9,,9,,9,,9,,9,9.2672,1,33.964298,1,33.959747,1,,9,,9,,9,249.654633,1,235.600418,1,0.814535,1,,9,,9,,9,,9,13.092596,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,10.257458,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,1
GP02,BD03,B,2012-08-24T06:08:00,141.51601,37.5845,126.027,0,125,0,8,0,,9,No problem reported (0),0,BD03,0,UCCTD,0,1135808,0,1875919,0,,9,,9,,9,,9,,9,9.2658,1,33.9631,1,,9,,9,,9,,9,,9,235.750305,1,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,1
